date_time,file,committer_name,committer_email,comment_url/issue_url,month
2021-12-02T14:05:07Z,Extend --magnitude to support specific metrics,Sean McCarthy,,https://github.com/apache/hunter/issues/2,12
2024-02-07T21:26:09Z,Releases / Tags?,Sean McCarthy,,https://github.com/apache/hunter/issues/comments/IC_kwDOF9FF7c5zNq11,02
