date_time,file,committer_name,committer_email,comment_url/issue_url,month
2024-01-09T21:38:35Z,[Bug] Sample data not showing data?,Joe Talerico (rook),,https://github.com/apache/hunter/issues/11,01
2024-01-10T13:27:08Z,[Bug] Sample data not showing data?,Joe Talerico (rook),,https://github.com/apache/hunter/issues/comments/IC_kwDOF9FF7c5wWIeU,01
2024-01-10T13:30:35Z,[Bug] Sample data not showing data?,Joe Talerico (rook),,https://github.com/apache/hunter/issues/comments/IC_kwDOF9FF7c5wWJ3u,01
2024-02-07T19:26:33Z,Releases / Tags?,Joe Talerico (rook),,https://github.com/apache/hunter/issues/15,02
2024-02-07T20:05:05Z,Releases / Tags?,Joe Talerico (rook),,https://github.com/apache/hunter/issues/comments/IC_kwDOF9FF7c5zM-BC,02
2024-02-07T22:19:43Z,Releases / Tags?,Joe Talerico (rook),,https://github.com/apache/hunter/issues/comments/IC_kwDOF9FF7c5zN7pV,02
